shipname|shipaddress|shipcity|shipregion|shippostalcode|shipcountry|customerid|customername|address|city|region|postalcode|country|salesperson|orderid|orderdate|requireddate|shippeddate|shippername|productid|productname|unitprice|quantity|discount|extendedprice|freight,,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10691|""1997-10-03 00:00:00""|""1997-11-14 00:00:00""|""1997-10-22 00:00:00""|United Package|62|Tarte au sucre|49.3000|48|0.0|2366.0|810.0500",,
"Vins et alcools Chevalier|""59 rue de l-Abbaye""|Reims||""51100""|France|VINET|Vins et alcools Chevalier|""59 rue de l'Abbaye""|Reims||""51100""|France|0.0|10737|""1997-11-11 00:00:00""|""1997-12-09 00:00:00""|""1997-11-18 00:00:00""|United Package|13|Konbu|6.0000|4|0.0|24.0|7.7900",,
"Vins et alcools Chevalier|""59 rue de l-Abbaye""|Reims||""51100""|France|VINET|Vins et alcools Chevalier|""59 rue de l'Abbaye""|Reims||""51100""|France|0.0|10737|""1997-11-11 00:00:00""|""1997-12-09 00:00:00""|""1997-11-18 00:00:00""|United Package|41|Jack's New England Clam Chowder|9.6500|12|0.0|115.0|7.7900",,
"La maison d-Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|LAMAI|La maison d'Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|0.0|10832|""1998-01-14 00:00:00""|""1998-02-11 00:00:00""|""1998-01-19 00:00:00""|United Package|13|Konbu|6.0000|3|0.0|18.0|43.2600",,
"La maison d-Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|LAMAI|La maison d'Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|0.0|10832|""1998-01-14 00:00:00""|""1998-02-11 00:00:00""|""1998-01-19 00:00:00""|United Package|25|NuNuCa Nu-Nougat-Creme|14.0000|10|0.0|140.0|43.2600",,
"La maison d-Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|LAMAI|La maison d'Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|0.0|10832|""1998-01-14 00:00:00""|""1998-02-11 00:00:00""|""1998-01-19 00:00:00""|United Package|44|Gula Malacca|19.4500|16|0.0|311.0|43.2600",,
"La maison d-Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|LAMAI|La maison d'Asie|""1 rue Alsace-Lorraine""|Toulouse||""31000""|France|0.0|10832|""1998-01-14 00:00:00""|""1998-02-11 00:00:00""|""1998-01-19 00:00:00""|United Package|64|Wimmers gute Semmelkndel|33.2500|3|0.0|99.0|43.2600",,
"Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|0.0|10912|""1998-02-26 00:00:00""|""1998-03-26 00:00:00""|""1998-03-18 00:00:00""|United Package|11|Queso Cabrales|21.0000|40|0.0|840.0|580.9100",,
"Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|HUNGO|Hungry Owl All-Night Grocers|""8 Johnstown Road""|Cork|Co. Cork||Ireland|0.0|10912|""1998-02-26 00:00:00""|""1998-03-26 00:00:00""|""1998-03-18 00:00:00""|United Package|29|Thringer Rostbratwurst|123.7900|60|0.0|7427.0|580.9100",,
"Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""5033""|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""05033""|Mexico|0.0|10915|""1998-02-27 00:00:00""|""1998-03-27 00:00:00""|""1998-03-02 00:00:00""|United Package|17|Alice Mutton|39.0000|10|0.0|390.0|3.5100",,
"Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""5033""|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""05033""|Mexico|0.0|10915|""1998-02-27 00:00:00""|""1998-03-27 00:00:00""|""1998-03-02 00:00:00""|United Package|33|Geitost|2.5000|30|0.0|75.0|3.5100",,
"Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""5033""|Mexico|TORTU|Tortuga Restaurante|Avda. Azteca 123|Mxico D.F.||""05033""|Mexico|0.0|10915|""1998-02-27 00:00:00""|""1998-03-27 00:00:00""|""1998-03-02 00:00:00""|United Package|54|Tourtire|7.4500|10|0.0|74.0|3.5100",,
"LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|""4980""|Venezuela|LINOD|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|""4980""|Venezuela|0.0|10919|""1998-03-02 00:00:00""|""1998-03-30 00:00:00""|""1998-03-04 00:00:00""|United Package|16|Pavlova|17.4500|24|0.0|418.0|19.8000",,
"LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|""4980""|Venezuela|LINOD|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|""4980""|Venezuela|0.0|10919|""1998-03-02 00:00:00""|""1998-03-30 00:00:00""|""1998-03-04 00:00:00""|United Package|25|NuNuCa Nu-Nougat-Creme|14.0000|24|0.0|336.0|19.8000",,
"LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|""4980""|Venezuela|LINOD|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|""4980""|Venezuela|0.0|10919|""1998-03-02 00:00:00""|""1998-03-30 00:00:00""|""1998-03-04 00:00:00""|United Package|40|Boston Crab Meat|18.4000|20|0.0|368.0|19.8000",,
"Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|0.0|10939|""1998-03-10 00:00:00""|""1998-04-07 00:00:00""|""1998-03-13 00:00:00""|United Package|2|Chang|19.0000|10|0.0|190.0|76.3300",,
"Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|0.0|10939|""1998-03-10 00:00:00""|""1998-04-07 00:00:00""|""1998-03-13 00:00:00""|United Package|67|Laughing Lumberjack Lager|14.0000|40|0.0|560.0|76.3300",,
"Toms Spezialitten|Luisenstr. 48|Mnster||""44087""|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||""44087""|Germany|0.0|10967|""1998-03-23 00:00:00""|""1998-04-20 00:00:00""|""1998-04-02 00:00:00""|United Package|19|Teatime Chocolate Biscuits|9.2000|12|0.0|110.0|62.2200",,
"Toms Spezialitten|Luisenstr. 48|Mnster||""44087""|Germany|TOMSP|Toms Spezialitten|Luisenstr. 48|Mnster||""44087""|Germany|0.0|10967|""1998-03-23 00:00:00""|""1998-04-20 00:00:00""|""1998-04-02 00:00:00""|United Package|49|Maxilaku|20.0000|40|0.0|800.0|62.2200",,
"France restauration|""54"," rue Royale""|Nantes||""44000""|France|FRANR|France restauration|""54"," rue Royale""|Nantes||""44000""|France|0.0|10971|""1998-03-24 00:00:00""|""1998-04-21 00:00:00""|""1998-04-02 00:00:00""|United Package|29|Thringer Rostbratwurst|123.7900|14|0.0|1733.0|121.8200"
"Save-a-lot Markets|""187 Suffolk Ln.""|Boise|ID|""83720""|USA|SAVEA|Save-a-lot Markets|""187 Suffolk Ln.""|Boise|ID|""83720""|USA|0.0|10983|""1998-03-27 00:00:00""|""1998-04-24 00:00:00""|""1998-04-06 00:00:00""|United Package|13|Konbu|6.0000|84|0.0|504.0|657.5400",,
"Save-a-lot Markets|""187 Suffolk Ln.""|Boise|ID|""83720""|USA|SAVEA|Save-a-lot Markets|""187 Suffolk Ln.""|Boise|ID|""83720""|USA|0.0|10983|""1998-03-27 00:00:00""|""1998-04-24 00:00:00""|""1998-04-06 00:00:00""|United Package|57|Ravioli Angelo|19.5000|15|0.0|292.0|657.5400",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|11001|""1998-04-06 00:00:00""|""1998-05-04 00:00:00""|""1998-04-14 00:00:00""|United Package|7|Uncle Bob's Organic Dried Pears|30.0000|60|0.0|1800.0|197.3000",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|11001|""1998-04-06 00:00:00""|""1998-05-04 00:00:00""|""1998-04-14 00:00:00""|United Package|22|Gustaf's Knckebrd|21.0000|25|0.0|525.0|197.3000",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|11001|""1998-04-06 00:00:00""|""1998-05-04 00:00:00""|""1998-04-14 00:00:00""|United Package|46|Spegesild|12.0000|25|0.0|300.0|197.3000",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|11001|""1998-04-06 00:00:00""|""1998-05-04 00:00:00""|""1998-04-14 00:00:00""|United Package|55|Pt chinois|24.0000|6|0.0|144.0|197.3000",,
"Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|REGGC|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|0.0|11010|""1998-04-09 00:00:00""|""1998-05-07 00:00:00""|""1998-04-21 00:00:00""|United Package|7|Uncle Bob's Organic Dried Pears|30.0000|20|0.0|600.0|28.7100",,
"Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|REGGC|Reggiani Caseifici|Strada Provinciale 124|Reggio Emilia||""42100""|Italy|0.0|11010|""1998-04-09 00:00:00""|""1998-05-07 00:00:00""|""1998-04-21 00:00:00""|United Package|24|Guaran Fantstica|4.5000|10|0.0|45.0|28.7100",,
"Sant Gourmet|Erling Skakkes gate 78|Stavern||""4110""|Norway|SANTG|Sant Gourmet|Erling Skakkes gate 78|Stavern||""4110""|Norway|0.0|11015|""1998-04-10 00:00:00""|""1998-04-24 00:00:00""|""1998-04-20 00:00:00""|United Package|30|Nord-Ost Matjeshering|25.8900|15|0.0|388.0|4.6200",,
"Sant Gourmet|Erling Skakkes gate 78|Stavern||""4110""|Norway|SANTG|Sant Gourmet|Erling Skakkes gate 78|Stavern||""4110""|Norway|0.0|11015|""1998-04-10 00:00:00""|""1998-04-24 00:00:00""|""1998-04-20 00:00:00""|United Package|77|Original Frankfurter grne Soe|13.0000|18|0.0|234.0|4.6200",,
"Ottilies Kseladen|Mehrheimerstr. 369|Kln||""50739""|Germany|OTTIK|Ottilies Kseladen|Mehrheimerstr. 369|Kln||""50739""|Germany|0.0|11020|""1998-04-14 00:00:00""|""1998-05-12 00:00:00""|""1998-04-16 00:00:00""|United Package|10|Ikura|31.0000|24|0.0|744.0|43.3000",,
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou," 255|Charleroi||B-6000|Belgium|0.0|11035|""1998-04-20 00:00:00""|""1998-05-18 00:00:00""|""1998-04-24 00:00:00""|United Package|1|Chai|18.0000|10|0.0|180.0|0.1700"
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou," 255|Charleroi||B-6000|Belgium|0.0|11035|""1998-04-20 00:00:00""|""1998-05-18 00:00:00""|""1998-04-24 00:00:00""|United Package|35|Steeleye Stout|18.0000|60|0.0|1080.0|0.1700"
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou," 255|Charleroi||B-6000|Belgium|0.0|11035|""1998-04-20 00:00:00""|""1998-05-18 00:00:00""|""1998-04-24 00:00:00""|United Package|42|Singaporean Hokkien Fried Mee|14.0000|30|0.0|420.0|0.1700"
Suprmes dlices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|SUPRD|Suprmes dlices|Boulevard Tirou," 255|Charleroi||B-6000|Belgium|0.0|11035|""1998-04-20 00:00:00""|""1998-05-18 00:00:00""|""1998-04-24 00:00:00""|United Package|54|Tourtire|7.4500|10|0.0|74.0|0.1700"
"Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|0.0|11053|""1998-04-27 00:00:00""|""1998-05-25 00:00:00""|""1998-04-29 00:00:00""|United Package|18|Carnarvon Tigers|62.5000|35|0.0|2187.0|53.0500",,
"Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|0.0|11053|""1998-04-27 00:00:00""|""1998-05-25 00:00:00""|""1998-04-29 00:00:00""|United Package|32|Mascarpone Fabioli|32.0000|20|0.0|640.0|53.0500",,
"Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|PICCO|Piccolo und mehr|Geislweg 14|Salzburg||""5020""|Austria|0.0|11053|""1998-04-27 00:00:00""|""1998-05-25 00:00:00""|""1998-04-29 00:00:00""|United Package|64|Wimmers gute Semmelkndel|33.2500|25|0.0|831.0|53.0500",,
Ricardo Adocicados|Av. Copacabana," 267|Rio de Janeiro|RJ|""02389-890""|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana"," 267|Rio de Janeiro|RJ|""02389-890""|Brazil|0.0|11059|""1998-04-29 00:00:00""|""1998-06-10 00:00:00""||United Package|13|Konbu|6.0000|30|0.0|180.0|85.8000"
Ricardo Adocicados|Av. Copacabana," 267|Rio de Janeiro|RJ|""02389-890""|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana"," 267|Rio de Janeiro|RJ|""02389-890""|Brazil|0.0|11059|""1998-04-29 00:00:00""|""1998-06-10 00:00:00""||United Package|17|Alice Mutton|39.0000|12|0.0|468.0|85.8000"
Ricardo Adocicados|Av. Copacabana," 267|Rio de Janeiro|RJ|""02389-890""|Brazil|RICAR|Ricardo Adocicados|Av. Copacabana"," 267|Rio de Janeiro|RJ|""02389-890""|Brazil|0.0|11059|""1998-04-29 00:00:00""|""1998-06-10 00:00:00""||United Package|60|Camembert Pierrot|34.0000|35|0.0|1190.0|85.8000"
"Franchi S.p.A.|Via Monte Bianco 34|Torino||""10100""|Italy|FRANS|Franchi S.p.A.|Via Monte Bianco 34|Torino||""10100""|Italy|0.0|11060|""1998-04-30 00:00:00""|""1998-05-28 00:00:00""|""1998-05-04 00:00:00""|United Package|60|Camembert Pierrot|34.0000|4|0.0|136.0|10.9800",,
"Franchi S.p.A.|Via Monte Bianco 34|Torino||""10100""|Italy|FRANS|Franchi S.p.A.|Via Monte Bianco 34|Torino||""10100""|Italy|0.0|11060|""1998-04-30 00:00:00""|""1998-05-28 00:00:00""|""1998-05-04 00:00:00""|United Package|77|Original Frankfurter grne Soe|13.0000|10|0.0|130.0|10.9800",,
"Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""5033""|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""05033""|Mexico|0.0|11073|""1998-05-05 00:00:00""|""1998-06-02 00:00:00""||United Package|11|Queso Cabrales|21.0000|10|0.0|210.0|24.9500",,
"Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""5033""|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""05033""|Mexico|0.0|11073|""1998-05-05 00:00:00""|""1998-06-02 00:00:00""||United Package|24|Guaran Fantstica|4.5000|20|0.0|90.0|24.9500",,
"Blondel pre et fils|""24"," place Klber""|Strasbourg||""67000""|France|BLONP|Blondesddsl pre et fils|""24"," place Klber""|Strasbourg||""67000""|France|0.0|10265|""1996-07-25 00:00:00""|""1996-08-22 00:00:00""|""1996-08-12 00:00:00""|Speedy Express|17|Alice Mutton|31.2000|30|0.0|936.0|55.2800"
"Blondel pre et fils|""24"," place Klber""|Strasbourg||""67000""|France|BLONP|Blondesddsl pre et fils|""24"," place Klber""|Strasbourg||""67000""|France|0.0|10265|""1996-07-25 00:00:00""|""1996-08-22 00:00:00""|""1996-08-12 00:00:00""|Speedy Express|70|Outback Lager|12.0000|20|0.0|240.0|55.2800"
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10280|""1996-08-14 00:00:00""|""1996-09-11 00:00:00""|""1996-09-12 00:00:00""|Speedy Express|24|Guaran Fantstica|3.6000|12|0.0|43.0|8.9800",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10280|""1996-08-14 00:00:00""|""1996-09-11 00:00:00""|""1996-09-12 00:00:00""|Speedy Express|55|Pt chinois|19.2000|20|0.0|384.0|8.9800",,
"Berglunds snabbkp|Berguvsvgen 8|Lule||S-958 22|Sweden|BERGS|Berglunds snabbkp|Berguvsvgen  8|Lule||S-958 22|Sweden|0.0|10280|""1996-08-14 00:00:00""|""1996-09-11 00:00:00""|""1996-09-12 00:00:00""|Speedy Express|75|Rhnbru Klosterbier|6.2000|30|0.0|186.0|8.9800",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10327|""1996-10-11 00:00:00""|""1996-11-08 00:00:00""|""1996-10-14 00:00:00""|Speedy Express|2|Chang|15.2000|25|0.0|380.0|63.3600",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10327|""1996-10-11 00:00:00""|""1996-11-08 00:00:00""|""1996-10-14 00:00:00""|Speedy Express|11|Queso Cabrales|16.8000|50|0.0|840.0|63.3600",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10327|""1996-10-11 00:00:00""|""1996-11-08 00:00:00""|""1996-10-14 00:00:00""|Speedy Express|30|Nord-Ost Matjeshering|20.7000|35|0.0|724.0|63.3600",,
"Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|FOLKO|Folk och f HB|kergatan 24|Brcke||S-844 67|Sweden|0.0|10327|""1996-10-11 00:00:00""|""1996-11-08 00:00:00""|""1996-10-14 00:00:00""|Speedy Express|58|Escargots de Bourgogne|10.6000|30|0.0|318.0|63.3600",,
Que Delcia|Rua da Panificadora," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|QUEDE|Que Delcia|Rua da Panificadora"," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|0.0|10379|""1996-12-11 00:00:00""|""1997-01-08 00:00:00""|""1996-12-13 00:00:00""|Speedy Express|41|Jack's New England Clam Chowder|7.7000|8|0.0|61.0|45.0300"
Que Delcia|Rua da Panificadora," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|QUEDE|Que Delcia|Rua da Panificadora"," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|0.0|10379|""1996-12-11 00:00:00""|""1997-01-08 00:00:00""|""1996-12-13 00:00:00""|Speedy Express|63|Vegie-spread|35.1000|16|0.0|561.0|45.0300"
Que Delcia|Rua da Panificadora," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|QUEDE|Que Delcia|Rua da Panificadora"," 12|Rio de Janeiro|RJ|""02389-673""|Brazil|0.0|10379|""1996-12-11 00:00:00""|""1997-01-08 00:00:00""|""1996-12-13 00:00:00""|Speedy Express|65|Louisiana Fiery Hot Pepper Sauce|16.8000|20|0.0|336.0|45.0300"
"Seven Seas Imports|""90 Wadhurst Rd.""|London||OX15 4NB|UK|SEVES|Seven Seas Imports|""90 Wadhurst Rd.""|London||OX15 4NB|UK|0.0|10388|""1996-12-19 00:00:00""|""1997-01-16 00:00:00""|""1996-12-20 00:00:00""|Speedy Express|45|Rogede sild|7.6000|15|0.0|114.0|34.8600",,
"Seven Seas Imports|""90 Wadhurst Rd.""|London||OX15 4NB|UK|SEVES|Seven Seas Imports|""90 Wadhurst Rd.""|London||OX15 4NB|UK|0.0|10388|""1996-12-19 00:00:00""|""1997-01-16 00:00:00""|""1996-12-20 00:00:00""|Speedy Express|52|Filo Mix|5.6000|20|0.0|112.0|34.8600",,
"Seven Seas Imports|""90 Wadhurst Rd.""|London||OX15 4NB|UK|SEVES|Seven Seas Imports|""90 Wadhurst Rd.""|London||OX15 4NB|UK|0.0|10388|""1996-12-19 00:00:00""|""1997-01-16 00:00:00""|""1996-12-20 00:00:00""|Speedy Express|53|Perth Pasties|26.2000|40|0.0|1048.0|34.8600",,
"Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|0.0|10404|""1997-01-03 00:00:00""|""1997-01-31 00:00:00""|""1997-01-08 00:00:00""|Speedy Express|26|Gumbr Gummibrchen|24.9000|30|0.0|747.0|155.9700",,
"Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|0.0|10404|""1997-01-03 00:00:00""|""1997-01-31 00:00:00""|""1997-01-08 00:00:00""|Speedy Express|42|Singaporean Hokkien Fried Mee|11.2000|40|0.0|448.0|155.9700",,
"Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|MAGAA|Magazzini Alimentari Riuniti|Via Ludovico il Moro 22|Bergamo||""24100""|Italy|0.0|10404|""1997-01-03 00:00:00""|""1997-01-31 00:00:00""|""1997-01-08 00:00:00""|Speedy Express|49|Maxilaku|16.0000|30|0.0|480.0|155.9700",,
"Franchi S.p.A.|Via Monte Bianco 34|Torino||""10100""|Italy|FRANS|Franchi S.p.A.|Via Monte Bianco 34|Torino||""10100""|Italy|0.0|10422|""1997-01-22 00:00:00""|""1997-02-19 00:00:00""|""1997-01-31 00:00:00""|Speedy Express|26|Gumbr Gummibrchen|24.9000|2|0.0|49.0|3.0200",,
"Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|KOENE|Kniglich Essen|Maubelstr. 90|Brandenburg||""14776""|Germany|0.0|10457|""1997-02-25 00:00:00""|""1997-03-25 00:00:00""|""1997-03-03 00:00:00""|Speedy Express|59|Raclette Courdavault|44.0000|36|0.0|1584.0|11.5700",,
"Consolidated Holdings|Berkeley Gardens 12 Brewery|London||WX1 6LT|UK|CONSH|Consolidated Holdings|Berkeley Gardens 12  Brewery|London||WX1 6LT|UK|0.0|10462|""1997-03-03 00:00:00""|""1997-03-31 00:00:00""|""1997-03-18 00:00:00""|Speedy Express|13|Konbu|4.8000|1|0.0|4.0|6.1700",,
"Consolidated Holdings|Berkeley Gardens 12 Brewery|London||WX1 6LT|UK|CONSH|Consolidated Holdings|Berkeley Gardens 12  Brewery|London||WX1 6LT|UK|0.0|10462|""1997-03-03 00:00:00""|""1997-03-31 00:00:00""|""1997-03-18 00:00:00""|Speedy Express|23|Tunnbrd|7.2000|21|0.0|151.0|6.1700",,
"Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""5033""|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""05033""|Mexico|0.0|10502|""1997-04-10 00:00:00""|""1997-05-08 00:00:00""|""1997-04-29 00:00:00""|Speedy Express|45|Rogede sild|9.5000|21|0.0|199.0|69.3200",,
"Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""5033""|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""05033""|Mexico|0.0|10502|""1997-04-10 00:00:00""|""1997-05-08 00:00:00""|""1997-04-29 00:00:00""|Speedy Express|53|Perth Pasties|32.8000|6|0.0|196.0|69.3200",,
"Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""5033""|Mexico|PERIC|Pericles Comidas clsicas|Calle Dr. Jorge Cash 321|Mxico D.F.||""05033""|Mexico|0.0|10502|""1997-04-10 00:00:00""|""1997-05-08 00:00:00""|""1997-04-29 00:00:00""|Speedy Express|67|Laughing Lumberjack Lager|14.0000|30|0.0|420.0|69.3200",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10515|""1997-04-23 00:00:00""|""1997-05-07 00:00:00""|""1997-05-23 00:00:00""|Speedy Express|9|Mishi Kobe Niku|97.0000|16|0.0|1552.0|204.4700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10515|""1997-04-23 00:00:00""|""1997-05-07 00:00:00""|""1997-05-23 00:00:00""|Speedy Express|16|Pavlova|17.4500|50|0.0|872.0|204.4700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10515|""1997-04-23 00:00:00""|""1997-05-07 00:00:00""|""1997-05-23 00:00:00""|Speedy Express|27|Schoggi Schokolade|43.9000|120|0.0|5268.0|204.4700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10515|""1997-04-23 00:00:00""|""1997-05-07 00:00:00""|""1997-05-23 00:00:00""|Speedy Express|33|Geitost|2.5000|16|0.0|40.0|204.4700",,
"QUICK-Stop|Taucherstrae 10|Cunewalde||""1307""|Germany|QUICK|QUICK-Stop|Taucherstrae 10|Cunewalde||""01307""|Germany|0.0|10515|""1997-04-23 00:00:00""|""1997-05-07 00:00:00""|""1997-05-23 00:00:00""|Speedy Express|60|Camembert Pierrot|34.0000|84|0.0|2856.0|204.4700",,
Hanari Carnes|Rua do Pao," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|HANAR|Hanari Carnes|Rua do Pao"," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|0.0|10541|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-05-29 00:00:00""|Speedy Express|24|Guaran Fantstica|4.5000|35|0.0|157.0|68.6500"
Hanari Carnes|Rua do Pao," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|HANAR|Hanari Carnes|Rua do Pao"," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|0.0|10541|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-05-29 00:00:00""|Speedy Express|38|Cte de Blaye|263.5000|4|0.0|1054.0|68.6500"
Hanari Carnes|Rua do Pao," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|HANAR|Hanari Carnes|Rua do Pao"," 67|Rio de Janeiro|RJ|""05454-876""|Brazil|0.0|10541|""1997-05-19 00:00:00""|""1997-06-16 00:00:00""|""1997-05-29 00:00:00""|Speedy Express|65|Louisiana Fiery Hot Pepper Sauce|21.0500|36|0.0|757.0|68.6500"
